file,series,style,font,cell,size_px,cap_height_px,antialiased,degradation,w,h,megapixels,rows,cols,chars,claude_tokens,gpt_tokens,chars_per_claude_token,chars_per_gpt_token,text_tokens_equiv,claude_compression,exceeds_claude_measured_envelope,groundtruth,image_sha256,groundtruth_sha256
E_degradations/6x10/E_6x10_01_gray60.png,E_degradations,01_gray60 on 6x10 numbered lines,6x10,,,,False,01_gray60,896,896,0.803,88,,12610,1024,941,12.31,13.4,3152,3.08,False,groundtruth/E_degradations__6x10__E_6x10_01_gray60.txt,015069f5cc59b2a69fb0e3d5afadc81c892b27b618a708c64bd2e21f21d4dbe0,06491910c1f9ca073a356c7cdd302fc4be40eb112365452d6421288b04b22c88
E_degradations/6x10/E_6x10_02_gray30_faint.png,E_degradations,02_gray30_faint on 6x10 numbered lines,6x10,,,,False,02_gray30_faint,896,896,0.803,88,,12610,1024,941,12.31,13.4,3152,3.08,False,groundtruth/E_degradations__6x10__E_6x10_02_gray30_faint.txt,5edf087f34740f7435b79148432092dca1ad53cb6dbe98ee92d527a128be39d7,06491910c1f9ca073a356c7cdd302fc4be40eb112365452d6421288b04b22c88
E_degradations/6x10/E_6x10_03_inverted.png,E_degradations,03_inverted on 6x10 numbered lines,6x10,,,,False,03_inverted,896,896,0.803,88,,12610,1024,941,12.31,13.4,3152,3.08,False,groundtruth/E_degradations__6x10__E_6x10_03_inverted.txt,a04e7059692999b972ff7be4cabd22d62897a8933ad22f1be8dfcd2c299e2c9b,06491910c1f9ca073a356c7cdd302fc4be40eb112365452d6421288b04b22c88
E_degradations/6x10/E_6x10_04_blue_on_cream.png,E_degradations,04_blue_on_cream on 6x10 numbered lines,6x10,,,,False,04_blue_on_cream,896,896,0.803,88,,12610,1024,941,12.31,13.4,3152,3.08,False,groundtruth/E_degradations__6x10__E_6x10_04_blue_on_cream.txt,0a20a7afe097987b90f36b9052fbdb958122597cd3ff27b535e5309767d958d2,06491910c1f9ca073a356c7cdd302fc4be40eb112365452d6421288b04b22c88
E_degradations/6x10/E_6x10_05_red_on_green.png,E_degradations,05_red_on_green on 6x10 numbered lines,6x10,,,,False,05_red_on_green,896,896,0.803,88,,12610,1024,941,12.31,13.4,3152,3.08,False,groundtruth/E_degradations__6x10__E_6x10_05_red_on_green.txt,86553d0abc0ca0e4715005e37fc9d5d8d1e24e54138f2b50d854c46b87536f0a,06491910c1f9ca073a356c7cdd302fc4be40eb112365452d6421288b04b22c88
E_degradations/6x10/E_6x10_06_blur.png,E_degradations,06_blur on 6x10 numbered lines,6x10,,,,False,06_blur,896,896,0.803,88,,12610,1024,941,12.31,13.4,3152,3.08,False,groundtruth/E_degradations__6x10__E_6x10_06_blur.txt,344908b136e8b7f10e1654fb12db2e1edc76e373235fc9fec444c48dc8c7529c,06491910c1f9ca073a356c7cdd302fc4be40eb112365452d6421288b04b22c88
E_degradations/6x10/E_6x10_07_noise.png,E_degradations,07_noise on 6x10 numbered lines,6x10,,,,False,07_noise,896,896,0.803,88,,12610,1024,941,12.31,13.4,3152,3.08,False,groundtruth/E_degradations__6x10__E_6x10_07_noise.txt,a049e74f63c40ec966192da50d7a7d58e71061a94d225e7ba7992d01b10cbb09,06491910c1f9ca073a356c7cdd302fc4be40eb112365452d6421288b04b22c88
E_degradations/6x10/E_6x10_08_rotate1_5deg.png,E_degradations,08_rotate1_5deg on 6x10 numbered lines,6x10,,,,False,08_rotate1_5deg,896,896,0.803,88,,12610,1024,941,12.31,13.4,3152,3.08,False,groundtruth/E_degradations__6x10__E_6x10_08_rotate1_5deg.txt,5ed4385da0738cf41d0ae6d33dc5a3af05e7092a78b7eac63ff4103f0fad02dd,06491910c1f9ca073a356c7cdd302fc4be40eb112365452d6421288b04b22c88
E_degradations/6x10/E_6x10_09_downup_50pct.png,E_degradations,09_downup_50pct on 6x10 numbered lines,6x10,,,,False,09_downup_50pct,896,896,0.803,88,,12610,1024,941,12.31,13.4,3152,3.08,False,groundtruth/E_degradations__6x10__E_6x10_09_downup_50pct.txt,edd411a9931a4874cf67efe9c40f8189a3cafdb8e90239c6d90a3789217dbd72,06491910c1f9ca073a356c7cdd302fc4be40eb112365452d6421288b04b22c88
E_degradations/6x10/E_6x10_10_lowres_75pct.png,E_degradations,10_lowres_75pct on 6x10 numbered lines,6x10,,,,False,10_lowres_75pct,672,672,0.452,88,,12610,576,529,21.89,23.83,3152,5.47,False,groundtruth/E_degradations__6x10__E_6x10_10_lowres_75pct.txt,a380efe108c0ddac2e79ba4662a31bfeadca83c45a55e1bcd2bd7ef262c398fd,06491910c1f9ca073a356c7cdd302fc4be40eb112365452d6421288b04b22c88
E_degradations/6x10/E_6x10_11_jpeg30.jpg,E_degradations,JPEG q=30,6x10,,,,False,jpeg30,896,896,0.803,88,,12610,1024,941,12.31,13.4,3152,3.08,False,groundtruth/E_degradations__6x10__E_6x10_11_jpeg30.txt,6860f74b8ea72a87e2de571878a0cbf9780613925c1b372936ff4c35ad0bc84c,06491910c1f9ca073a356c7cdd302fc4be40eb112365452d6421288b04b22c88
E_degradations/6x10/E_6x10_11_jpeg60.jpg,E_degradations,JPEG q=60,6x10,,,,False,jpeg60,896,896,0.803,88,,12610,1024,941,12.31,13.4,3152,3.08,False,groundtruth/E_degradations__6x10__E_6x10_11_jpeg60.txt,49777c7d0237fc64e068806c24e9b99d29905353f0f6f23f8c47a455a58c083e,06491910c1f9ca073a356c7cdd302fc4be40eb112365452d6421288b04b22c88
E_degradations/oversized/E2_1568x1568_2.5MP.png,E_degradations,oversized - provider will downscale,6x10,,,,False,provider_downscale,1568,1568,2.459,156,,39780,3136,2881,12.68,13.81,9945,3.17,False,groundtruth/E_degradations__oversized__E2_1568x1568_2.5MP.txt,021da34f86fbb3b47f20fd4dc32f402ba82fc6714ef674139d460d4c2ccb1349,ac3dba1e88bde6a08aa3ce75f561c016634c4953ecc8135655846a848053d165
E_degradations/oversized/E2_2240x2240_5MP.png,E_degradations,oversized - provider will downscale,6x10,,,,False,provider_downscale,2240,2240,5.018,223,,81712,6400,5880,12.77,13.9,20428,3.19,True,groundtruth/E_degradations__oversized__E2_2240x2240_5MP.txt,787d998a2170aad9b25221c1f729795d996d5b4274ecf9982264d232ee08deff,38ac58cab01b0c8dd0382857be99c2c29d190688398be1b4707e2c755a0ba190
F_layouts/F1_table_normal_9x18.png,F_layouts,data table with column totals,9x18,,,,False,,896,896,0.803,45,,2726,1024,941,2.66,2.9,682,0.67,False,groundtruth/F_layouts__F1_table_normal_9x18.txt,693aaec3dab76e94fc15306148bc50b375b1278fd2b1184015d83c2a5fa87d75,b13a97daeaa2f520cbc6bfc9b1281ea389df6f48ac92c7a4279f848414f6026b
F_layouts/F1_table_tiny_5x8.png,F_layouts,data table with column totals,5x8,,,,False,,896,896,0.803,106,,6264,1024,941,6.12,6.66,1566,1.53,False,groundtruth/F_layouts__F1_table_tiny_5x8.txt,77300968e1d2b0b6ec42612af1a3cb88c7fd3a27180b3d7397d7b02761517e53,a8fc980251632dade1af591527ae5b8038d262f9245d36830424db88482fba7c
F_layouts/F2_code_normal_DejaVuSansMono@16px.png,F_layouts,source code listing with line numbers,DejaVuSansMono@16px,,,,True,,896,896,0.803,50,,1797,1024,941,1.75,1.91,449,0.44,False,groundtruth/F_layouts__F2_code_normal_DejaVuSansMono@16px.txt,78c96ea862fac8a07e4a5d0230e51b28a36bb90475de304015e365ca54ccfa88,e9426c337cbcec31ffdc524a74aa253eedd20102de70c020ce376f91d313735d
F_layouts/F2_code_tiny_6x10.png,F_layouts,source code listing with line numbers,6x10,,,,False,,896,896,0.803,50,,1797,1024,941,1.75,1.91,449,0.44,False,groundtruth/F_layouts__F2_code_tiny_6x10.txt,c5588260e92008474c2f23984899bb78639d2321c6ca449cd63718c29de8aba1,e9426c337cbcec31ffdc524a74aa253eedd20102de70c020ce376f91d313735d
F_layouts/F3_newspaper_normal_13px.png,F_layouts,"3-column newspaper, proportional",DejaVu Sans 13px + bold heads,,,,True,,896,896,0.803,142,,5447,1024,941,5.32,5.79,1362,1.33,False,groundtruth/F_layouts__F3_newspaper_normal_13px.txt,ceebe7244d8867ba71960c0c3b583d38287477c19fb6a8b88b4d014a6438fcff,e9e7cdf70b8fae050940475c1c44d9709e043d40e54293e0d69a942060e78f3a
F_layouts/F3_newspaper_tiny_7px.png,F_layouts,"3-column newspaper, proportional",DejaVu Sans 7px + bold heads,,,,True,,896,896,0.803,166,,11973,1024,941,11.69,12.73,2993,2.92,False,groundtruth/F_layouts__F3_newspaper_tiny_7px.txt,c5ddd001168bd66c0dc50026ebdf572e0354ea2ade479a5986cf5d41bb55b220,235462f5b5ed51688a8ec4b74826768b77a806d7d403ae868b5c91c7ee69a290
F_layouts/F4_receipt_normal_9x18.png,F_layouts,"narrow receipt, right-aligned prices",9x18,,,,False,,448,1344,0.602,74,,3302,768,706,4.3,4.68,826,1.07,False,groundtruth/F_layouts__F4_receipt_normal_9x18.txt,a4ae743f9f9fe1240c2391c72dcbcb0b281c553d5d5f371d238feab4bd35c1c8,b50f37cd49c142aea57f0e0d4fc365b622a2a5f610e69b532734a1fd9f8de5a9
F_layouts/F4_receipt_small_6x10.png,F_layouts,"narrow receipt, right-aligned prices",6x10,,,,False,,448,1344,0.602,106,,7110,768,706,9.26,10.08,1778,2.31,False,groundtruth/F_layouts__F4_receipt_small_6x10.txt,8fd9e82983383303443a96e6ddca24b8babbae7820931b2ae027967926f74457,9cf72df57f1527b1e5fa46d0acb400745d5fd2a14aa334503666285209c0e908
F_layouts/F4_receipt_tiny_4x6.png,F_layouts,"narrow receipt, right-aligned prices",4x6,,,,False,,448,1344,0.602,106,,10662,768,706,13.88,15.11,2666,3.47,False,groundtruth/F_layouts__F4_receipt_tiny_4x6.txt,3fca1e69e6ec5b56504b7782a3176dc45c4e55363ea80763a95a7aa8e2c3e582,a1a2c020f3e54ce94dd596dc96d3b00cda2e2d41c39677a7f0ae165ddfb9fdc3
F_layouts/F5_terminal_normal_9x18.png,F_layouts,"dark terminal log, coloured levels",9x18,,,,False,,1344,672,0.903,36,,2779,1152,1058,2.41,2.63,695,0.6,False,groundtruth/F_layouts__F5_terminal_normal_9x18.txt,fe9fa540a2aa58c0f7da8ac5ca369b096d724f69d26096b08ebd10b7db951086,a815a3c6c7f44a438f2099b3814213797c85d931ddeb1760c0ada84f001fbf34
F_layouts/F5_terminal_small_6x13.png,F_layouts,"dark terminal log, coloured levels",6x13,,,,False,,1344,672,0.903,50,,3726,1152,1058,3.23,3.52,932,0.81,False,groundtruth/F_layouts__F5_terminal_small_6x13.txt,8674a5ac2ee8a0c15b87d18d70af4b674f9fff69e2dc87638d20e2138e667c55,a126891035723cd69ba506ecac9afa98cdb872738effd826495e068d5b7be46c
F_layouts/F5_terminal_tiny_5x8.png,F_layouts,"dark terminal log, coloured levels",5x8,,,,False,,1344,672,0.903,82,,6321,1152,1058,5.49,5.97,1580,1.37,False,groundtruth/F_layouts__F5_terminal_tiny_5x8.txt,b8c895c18d5f0d2647503cf94f07d828daa946d2e8206a14647fa65dfda0af43,c082c0ad1cba12859489938224de49cc9b3bbff7af63d3049f345dc7a2456458
F_layouts/F6_spreadsheet_normal_8x16.png,F_layouts,"spreadsheet grid, row/col headers",8x16,,,,False,,896,896,0.803,45,13,5014,1024,941,4.9,5.33,1254,1.22,False,groundtruth/F_layouts__F6_spreadsheet_normal_8x16.txt,54722f17490b4739e261531a9b5d8e088eff41c77168ae2582351ada54871fcd,9c16119cd01361852e35ee61ac9ac287b601c1ddd7b6e9fb1154cce1e073faf0
F_layouts/F6_spreadsheet_small_6x10.png,F_layouts,"spreadsheet grid, row/col headers",6x10,,,,False,,896,896,0.803,48,16,6517,1024,941,6.36,6.93,1629,1.59,False,groundtruth/F_layouts__F6_spreadsheet_small_6x10.txt,bb896221942fb80d718b106719fe0ec5931f54bd3a2af7e93c94615c563b7123,20f5c61d86b6a99343162925ea18d872cba69414c6e6de93909d48e40286443d
F_layouts/F6_spreadsheet_tiny_5x8.png,F_layouts,"spreadsheet grid, row/col headers",5x8,,,,False,,896,896,0.803,48,16,6517,1024,941,6.36,6.93,1629,1.59,False,groundtruth/F_layouts__F6_spreadsheet_tiny_5x8.txt,4e5c15aaf1300b944ab6814145c2079bd2edffedb6b9e0fed458e6f0d193cb7f,ad9d85a9d2ae455bf2b98d176d0400a75c44f1e36ca5124b231dee7fe4709c03
G_multiscale/G1_contract.png,G_multiscale,"single page, cascading text sizes",DejaVuSans-Bold@30px / DejaVuSans-Bold@16px / DejaVuSans@11px / DejaVuSans@8px / 5x7 / 4x6,,,,True,,896,1120,1.004,90,,16711,1280,1176,13.06,14.21,4178,3.26,False,groundtruth/G_multiscale__G1_contract.txt,3832a44a0b3dfcf08b9e34d705b67936a35a50c620bd8ed6cbc743e83dc64968,362b8843c7e92e97930ad0f64f43729a05847ca12e10b2c9bd4af8f0ad15081c
G_multiscale/G2_label.png,G_multiscale,"single page, cascading text sizes",DejaVuSans-Bold@24px / DejaVuSans-Bold@13px / DejaVuSans@10px / DejaVuSans@7px / 4x6,,,,True,,896,896,0.803,65,,13549,1024,941,13.23,14.4,3387,3.31,False,groundtruth/G_multiscale__G2_label.txt,b6197546fae3a92d474266d8465c306b72a1aa8938754a5910bf36fd589ccb33,0bc79d068ca648d6f2b822c257dd982987b38e18ab237ede6576ec358f48319c
H_packing/H_6x9_1008x1008.png,H_packing,zero-waste maximal packing,X11 6x9,6x9,,9,False,,1008,1008,1.016,112,168,18221,1296,1229,14.06,14.83,4555,3.51,False,groundtruth/H_packing__H_6x9_1008x1008.txt,1ea02b43ff9bd7afcbcf80012b871b9c970b32b6e46256931c404cacc164f0b0,2316aa4f9083b623cc9cee241a06afa129163bfeecf3a2bf4c4bed7d33b5a0f5
H_packing/H_clB6x10_672x1120.png,H_packing,zero-waste maximal packing,X11 clB6x10,6x10,,10,False,,672,1120,0.753,112,112,12004,960,882,12.5,13.61,3001,3.13,False,groundtruth/H_packing__H_clB6x10_672x1120.txt,f55cf8f7cde16359b7ade7466c2a02b6b424b0d1e72554ced10c122bb9c2f19b,1c124c26e7ad3ea26c22dc0c92ddcf163f1f489f7bf9d4c5aeb4e258913fdb7f
H_packing/H_clR5x10_840x1120.png,H_packing,zero-waste maximal packing,X11 clR5x10,5x10,,10,False,,840,1120,0.941,112,168,18227,1200,1134,15.19,16.07,4557,3.8,False,groundtruth/H_packing__H_clR5x10_840x1120.txt,ad31e1496fe84e78a61cded679af014f9cd3715d83ab30e58486d4911bd761b0,0da67aa698c50d961bc468a15e0430ef3ba5e695c7abd3d46323046f38217a32
H_packing/H_clR5x6_1120x672.png,H_packing,zero-waste maximal packing,X11 clR5x6,5x6,,6,False,,1120,672,0.753,112,224,24534,960,882,25.56,27.82,6134,6.39,False,groundtruth/H_packing__H_clR5x6_1120x672.txt,d82dde8a114ec9f527ee12caf57fe8d52cd732f55900d08f6f4b3f1584c68ab4,a7713067c0a84e410e18afc1584638164c295827fe77bf9282ec15946080df7e
H_packing/H_clR5x8_1120x896.png,H_packing,zero-waste maximal packing,X11 clR5x8,5x8,,8,False,,1120,896,1.004,112,224,24538,1280,1176,19.17,20.87,6134,4.79,False,groundtruth/H_packing__H_clR5x8_1120x896.txt,18fa57eb1ccf53db4157c20df06413fde893ba56a1588fd53fadc22bedcfa5f5,610281aa97255e8e7f1dd4895192a0d47a3c8b2f1cc844b8f60d21f5631bf1aa
H_packing/H_clR6x6_1344x672.png,H_packing,zero-waste maximal packing,X11 clR6x6,6x6,,6,False,,1344,672,0.903,112,224,24491,1152,1058,21.26,23.14,6123,5.31,False,groundtruth/H_packing__H_clR6x6_1344x672.txt,66472052d6922bf86187b2bf549e151508b4d5f8a6afb3ba03062e9a8b1c21aa,b713bc0670c31fa115916f1a56d94e609ef2835f790c1076c2ceed3749ac4885
H_packing/H_clR6x8_672x896.png,H_packing,zero-waste maximal packing,X11 clR6x8,6x8,,8,False,,672,896,0.602,112,112,11963,768,706,15.58,16.95,2991,3.89,False,groundtruth/H_packing__H_clR6x8_672x896.txt,3ddd458e7e68a20b6f1bff17f3db9140fbe969e9c6f8b36c5d4656c38e75719b,0e70936255dcf896d5a5c69280d91dd9478c4741fa2a3c96c7717bf3b82c9092
H_packing/H_clR7x8_896x896.png,H_packing,zero-waste maximal packing,X11 clR7x8,7x8,,8,False,,896,896,0.803,112,128,13795,1024,941,13.47,14.66,3449,3.37,False,groundtruth/H_packing__H_clR7x8_896x896.txt,6cbe49f14484ae90ab8b8a82f9a1d33e15d01a83f758d6029d3eec26dca84739,7bdf27cc6e6880b9612d4bf3afc9647075e6644df71ef41da3d37c185c320b9f
H_packing/H_clR8x8_896x896.png,H_packing,zero-waste maximal packing,X11 clR8x8,8x8,,8,False,,896,896,0.803,112,112,11978,1024,941,11.7,12.73,2994,2.92,False,groundtruth/H_packing__H_clR8x8_896x896.txt,ecfec21a4277d7fd5ad7bc4b03295dd410c02d7ac50778f3405717035d54ecaf,f6a26698d65dcbe1f0281222f7c4423c3712f1ad29fc049c0ce324fd4664c090
H_packing_p32/H_6x9_864x864.png,H_packing,zero-waste maximal packing,X11 6x9,6x9,,9,False,,864,864,0.746,96,144,13324,961,875,13.86,15.23,3331,3.47,False,groundtruth/H_packing_p32__H_6x9_864x864.txt,644ecb5f328adfa9b4a838c0c19039ae0fb000e8434e337970a2ee15a9968c02,fcca05bd9fa7c15594a08c28dea8d339f2430373436236b3483a7b845ebb6012
H_packing_p32/H_clB6x10_672x1120.png,H_packing,zero-waste maximal packing,X11 clB6x10,6x10,,10,False,,672,1120,0.753,112,112,12004,960,882,12.5,13.61,3001,3.13,False,groundtruth/H_packing_p32__H_clB6x10_672x1120.txt,f55cf8f7cde16359b7ade7466c2a02b6b424b0d1e72554ced10c122bb9c2f19b,1c124c26e7ad3ea26c22dc0c92ddcf163f1f489f7bf9d4c5aeb4e258913fdb7f
H_packing_p32/H_clR5x10_800x1120.png,H_packing,zero-waste maximal packing,X11 clR5x10,5x10,,10,False,,800,1120,0.896,112,160,17331,1160,1050,14.94,16.51,4333,3.74,False,groundtruth/H_packing_p32__H_clR5x10_800x1120.txt,fbc33643510d8a3ecf0171760cd41b0b34399a63681ff08647089d990e1c036d,44fe2b4179a8e20bf2e7786d2cc1efaddbd623f0e2c7d15b8e0488f2a9a0f11b
H_packing_p32/H_clR5x6_1120x672.png,H_packing,zero-waste maximal packing,X11 clR5x6,5x6,,6,False,,1120,672,0.753,112,224,24534,960,882,25.56,27.82,6134,6.39,False,groundtruth/H_packing_p32__H_clR5x6_1120x672.txt,d82dde8a114ec9f527ee12caf57fe8d52cd732f55900d08f6f4b3f1584c68ab4,a7713067c0a84e410e18afc1584638164c295827fe77bf9282ec15946080df7e
H_packing_p32/H_clR5x8_1120x896.png,H_packing,zero-waste maximal packing,X11 clR5x8,5x8,,8,False,,1120,896,1.004,112,224,24538,1280,1176,19.17,20.87,6134,4.79,False,groundtruth/H_packing_p32__H_clR5x8_1120x896.txt,18fa57eb1ccf53db4157c20df06413fde893ba56a1588fd53fadc22bedcfa5f5,610281aa97255e8e7f1dd4895192a0d47a3c8b2f1cc844b8f60d21f5631bf1aa
H_packing_p32/H_clR6x6_1344x672.png,H_packing,zero-waste maximal packing,X11 clR6x6,6x6,,6,False,,1344,672,0.903,112,224,24491,1152,1058,21.26,23.14,6123,5.31,False,groundtruth/H_packing_p32__H_clR6x6_1344x672.txt,66472052d6922bf86187b2bf549e151508b4d5f8a6afb3ba03062e9a8b1c21aa,b713bc0670c31fa115916f1a56d94e609ef2835f790c1076c2ceed3749ac4885
H_packing_p32/H_clR6x8_672x896.png,H_packing,zero-waste maximal packing,X11 clR6x8,6x8,,8,False,,672,896,0.602,112,112,11963,768,706,15.58,16.95,2991,3.89,False,groundtruth/H_packing_p32__H_clR6x8_672x896.txt,3ddd458e7e68a20b6f1bff17f3db9140fbe969e9c6f8b36c5d4656c38e75719b,0e70936255dcf896d5a5c69280d91dd9478c4741fa2a3c96c7717bf3b82c9092
H_packing_p32/H_clR7x8_896x896.png,H_packing,zero-waste maximal packing,X11 clR7x8,7x8,,8,False,,896,896,0.803,112,128,13795,1024,941,13.47,14.66,3449,3.37,False,groundtruth/H_packing_p32__H_clR7x8_896x896.txt,6cbe49f14484ae90ab8b8a82f9a1d33e15d01a83f758d6029d3eec26dca84739,7bdf27cc6e6880b9612d4bf3afc9647075e6644df71ef41da3d37c185c320b9f
H_packing_p32/H_clR8x8_896x896.png,H_packing,zero-waste maximal packing,X11 clR8x8,8x8,,8,False,,896,896,0.803,112,112,11978,1024,941,11.7,12.73,2994,2.92,False,groundtruth/H_packing_p32__H_clR8x8_896x896.txt,ecfec21a4277d7fd5ad7bc4b03295dd410c02d7ac50778f3405717035d54ecaf,f6a26698d65dcbe1f0281222f7c4423c3712f1ad29fc049c0ce324fd4664c090
I_aspect/I_6x9_1344x666_74rows.png,I_aspect,"74 rows x 224 cols, same cell",X11 6x9,6x9,,,False,,1344,666,0.895,74,224,16146,1152,1058,14.02,15.26,4036,3.5,False,groundtruth/I_aspect__I_6x9_1344x666_74rows.txt,a1d2b892686923b59d272953c1c690a0b4047115ced4ae964b703f61f68034d0,5d33e286c8f1b351e11fd65c8d75862cdc3c6be8ea03598b3b52295b09d34898
I_aspect/I_6x9_672x1341_149rows.png,I_aspect,"149 rows x 112 cols, same cell",X11 6x9,6x9,,,False,,672,1341,0.901,149,112,15931,1152,1058,13.83,15.05,3983,3.46,False,groundtruth/I_aspect__I_6x9_672x1341_149rows.txt,f722600c190cacd086525828397780c4aba5d626f4c8a5297055acf1b59633bb,42c4a60dd52ad1131383365ab28c30383e1292d0519ea283d0b154118c7c74c1
I_aspect/I_6x9_894x1008_112rows.png,I_aspect,"112 rows x 149 cols, same cell",X11 6x9,6x9,,,False,,894,1008,0.901,112,149,16122,1152,1075,13.99,14.99,4030,3.5,False,groundtruth/I_aspect__I_6x9_894x1008_112rows.txt,60519893dce9d176892a900748f6ac8c304f1511a7b43b5cf521a2de0a102f4d,fdb00b4b5af1c1c4d051854fd62bb76edd4b4a86d23fce634e399155a314d15d
J_pitch/J_4x6_pitch10_896x1120.png,J_pitch,4x6 glyphs at 10px row pitch,X11 4x6,4x10,,,False,,896,1120,1.004,112,224,24494,1280,1176,19.14,20.83,6124,4.78,False,groundtruth/J_pitch__J_4x6_pitch10_896x1120.txt,42880e707403f569e7b16b6e6b5f8d9d411eac2a8c76a2205e2155d0a13f2ed4,c0629b12174d019a6cb928aec9e2e032826ae19088ffb0e6fc88c0abe6afa5e7
J_pitch/J_4x6_pitch12_672x1344.png,J_pitch,4x6 glyphs at 12px row pitch,X11 4x6,4x12,,,False,,672,1344,0.903,112,168,18283,1152,1058,15.87,17.27,4571,3.97,False,groundtruth/J_pitch__J_4x6_pitch12_672x1344.txt,704c87403d902b9c45b39a608d3e2fd38a289bbd6bf53d9f108adeb269d202db,3b4b470296e6146384256d15bd2afd1045466f258d56944649cbc8c1443a5044
J_pitch/J_4x6_pitch9_1008x1008.png,J_pitch,4x6 glyphs at 9px row pitch,X11 4x6,4x9,,,False,,1008,1008,1.016,112,252,27654,1296,1229,21.34,22.5,6914,5.33,False,groundtruth/J_pitch__J_4x6_pitch9_1008x1008.txt,6fa298f0590db86457e1fdefe9684c7196aaf4b05a135bfe760b43d854ca82ee,da7207221ee9db75763a2228435e8cbad1daf5c1987c4c251ba399f25763f5a9
J_pitch/J_5x7_pitch9_980x1008.png,J_pitch,5x7 glyphs at 9px row pitch,X11 5x7,5x9,,,False,,980,1008,0.988,112,196,21343,1260,1190,16.94,17.93,5336,4.23,False,groundtruth/J_pitch__J_5x7_pitch9_980x1008.txt,f14caacf544aed3c891cf6ca5354e01ad1be8bf96999b651750d4e5a40bca588,45945440c62317dec7de710ce1164023eecb979a826fcb79bad621b5aa2594fe
J_pitch/J_clR5x6_pitch9_980x1008.png,J_pitch,clR5x6 glyphs at 9px row pitch,X11 clR5x6,5x9,,,False,,980,1008,0.988,112,196,21339,1260,1190,16.94,17.93,5335,4.23,False,groundtruth/J_pitch__J_clR5x6_pitch9_980x1008.txt,0d323cae545e4c34d7596c5a0d894bff3d7051497f034d2a56f3b5782ddff279,9d54ef86d30c911d7721270c29dc8d76b56bd8838fee9a001ca3b24c2630da0a
J_pitch/J_clR5x8_pitch10_840x1120.png,J_pitch,clR5x8 glyphs at 10px row pitch,X11 clR5x8,5x10,,,False,,840,1120,0.941,112,168,18176,1200,1134,15.15,16.03,4544,3.79,False,groundtruth/J_pitch__J_clR5x8_pitch10_840x1120.txt,d71361bd85e4b6fda7347603a2041a2b77079421e2b724b6e609e6c00bfa56d7,ed41ecb4415fcba10fd2607f763cf0fda2a2bb537db90e7d0c0ef6540b705952
J_pitch/J_clR5x8_pitch9_980x1008.png,J_pitch,clR5x8 glyphs at 9px row pitch,X11 clR5x8,5x9,,,False,,980,1008,0.988,112,196,21387,1260,1190,16.97,17.97,5347,4.24,False,groundtruth/J_pitch__J_clR5x8_pitch9_980x1008.txt,0176ef8c59b3d03f7a46487399e8c56832b1cefe556ee06fa6012cfb3ef9722d,ad6637a1eb085cdc0cea95f6e76aeeed6784eb3b788f2718c568f190c00ebf22
J_pitch/J_clR6x8_pitch9_1008x1008.png,J_pitch,clR6x8 glyphs at 9px row pitch,X11 clR6x8,6x9,,,False,,1008,1008,1.016,112,168,18217,1296,1229,14.06,14.83,4554,3.51,False,groundtruth/J_pitch__J_clR6x8_pitch9_1008x1008.txt,9672512e3a755a6a33c2634eeba266be225422ae853f57143a6904cb8e429ba5,fef90f73641d910bcca891d8c30ca56713b8ca023df0184e1cebcb7b1df60d65
J_pitch_p32/J_4x6_pitch10_896x1120.png,J_pitch,4x6 glyphs at 10px row pitch,X11 4x6,4x10,,,False,,896,1120,1.004,112,224,24494,1280,1176,19.14,20.83,6124,4.78,False,groundtruth/J_pitch_p32__J_4x6_pitch10_896x1120.txt,42880e707403f569e7b16b6e6b5f8d9d411eac2a8c76a2205e2155d0a13f2ed4,c0629b12174d019a6cb928aec9e2e032826ae19088ffb0e6fc88c0abe6afa5e7
J_pitch_p32/J_4x6_pitch12_672x1344.png,J_pitch,4x6 glyphs at 12px row pitch,X11 4x6,4x12,,,False,,672,1344,0.903,112,168,18283,1152,1058,15.87,17.27,4571,3.97,False,groundtruth/J_pitch_p32__J_4x6_pitch12_672x1344.txt,704c87403d902b9c45b39a608d3e2fd38a289bbd6bf53d9f108adeb269d202db,3b4b470296e6146384256d15bd2afd1045466f258d56944649cbc8c1443a5044
J_pitch_p32/J_4x6_pitch9_864x864.png,J_pitch,4x6 glyphs at 9px row pitch,X11 4x6,4x9,,,False,,864,864,0.746,96,216,20197,961,875,21.02,23.09,5049,5.25,False,groundtruth/J_pitch_p32__J_4x6_pitch9_864x864.txt,237f90e691b71a36aa13355ec0caa603c01e1971a57238968720e85d7ae251b3,8c63165b572b6f84a8c6b151a6139e0ca1d956415d2ab5efcc8803efaed43f85
J_pitch_p32/J_5x7_pitch9_800x864.png,J_pitch,5x7 glyphs at 9px row pitch,X11 5x7,5x9,,,False,,800,864,0.691,96,160,14869,899,810,16.54,18.36,3717,4.13,False,groundtruth/J_pitch_p32__J_5x7_pitch9_800x864.txt,1cd84974f8b595d1c8f62c27e38904853c9b79c374fe0fde6ba1583e43aaee10,358f4570e5ba9fa8e937afcdc98f70f26d171fce7b946eb4d881750afd24c379
